Site ID	ST	ET	STxET	pH-H2O	C-org	N-tot	P-tot	Molar C:N ratio	Molar C:P ratio	Molar N:P ratio	Log(aveL)adult	Log(aveL)juv	Log(aveL)tot	Log(aveW)adult	Log(aveW)juv	Log(aveW)tot	Log(aveM)adult	Log(aveM)juv	Log(aveM)tot																				
417	FC	AF	FCxAF	7.8	15.1	1.3	0.84	13.6	46.3	3.4	2.81	2.6	2.63	1.4	1.28	1.3	-1.08	-1.62	-1.51																				
418	FC	AF	FCxAF	7.6	14.5	1.1	0.65	14.9	58.0	3.9	2.72	2.55	2.58	1.41	1.28	1.3	-1.31	-1.73	-1.64																				
419	FC	AF	FCxAF	7.9	15.1	0.9	0.73	19.2	53.5	2.8	2.78	2.6	2.65	1.44	1.29	1.33	-1.05	-1.49	-1.36																				
420	FC	AF	FCxAF	7.7	21.5	1.3	0.68	19.3	81.4	4.2	2.82	2.65	2.69	1.41	1.31	1.33	-0.89	-1.46	-1.28																				
421	FC	AF	FCxAF	7.6	44.2	3.5	0.77	14.9	147.4	9.9	2.74	2.62	2.64	1.33	1.29	1.29	-1.47	-1.62	-1.6																				
422	FC	AF	FCxAF	7.8	19.8	1.7	0.72	13.8	70.7	5.1	2.76	2.64	2.66	1.34	1.32	1.32	-1.42	-1.58	-1.55																				
423	FC	AF	FCxAF	7.8	13.4	1.2	0.67	13.2	51.6	3.9	2.73	2.64	2.66	1.37	1.32	1.33	-1.37	-1.52	-1.49																				
424	FC	AF	FCxAF	7.9	15.7	1.2	0.68	15.7	59.4	3.8	2.77	2.66	2.67	1.41	1.36	1.36	-1.14	-1.41	-1.37																				
425	FC	AF	FCxAF	7.8	12.2	0.9	0.68	15.5	46.5	3.0	2.81	2.65	2.68	1.43	1.33	1.35	-1.1	-1.5	-1.4																				
426	FC	AF	FCxAF	7.8	19.8	1.5	0.80	15.9	63.4	4.0	2.85	2.65	2.67	1.43	1.31	1.32	-1.14	-1.52	-1.47																				
427	FC	MG	FCxMG	6.2	59.9	5.2	1.35	13.4	114.4	8.6	2.84	2.67	2.7	1.42	1.34	1.35	-1	-1.44	-1.33																				
428	FC	MG	FCxMG	5.9	44.2	4.3	1.19	12.0	95.9	8.0	2.73	2.65	2.66	1.38	1.29	1.31	-1.35	-1.38	-1.37																				
429	FC	MG	FCxMG	6.8	39.5	3.4	1.05	13.7	96.9	7.1	2.77	2.65	2.68	1.4	1.33	1.34	-1.25	-1.44	-1.4																				
430	FC	MG	FCxMG	6.7	55.8	5.0	1.52	12.9	94.4	7.3	2.82	2.62	2.67	1.45	1.32	1.35	-0.93	-1.49	-1.31																				
431	FC	MG	FCxMG	6.7	44.8	4.5	1.07	11.7	108.3	9.2	2.91	2.62	2.67	1.5	1.31	1.34	-0.58	-1.45	-1.18																				
432	FC	MG	FCxMG	6.3	67.4	6.1	1.44	13.0	121.1	9.3	2.86	2.63	2.66	1.45	1.29	1.31	-0.84	-1.65	-1.46																				
433	FC	MG	FCxMG	7.2	31.4	2.7	0.94	13.5	85.8	6.4	2.81	2.62	2.67	1.44	1.31	1.35	-1.15	-1.52	-1.4																				
434	FC	MG	FCxMG	7.1	40.7	3.3	1.16	14.5	90.7	6.3	2.74	2.63	2.66	1.36	1.32	1.33	-1.34	-1.39	-1.38																				
435	FC	MG	FCxMG	6.3	85.5	7.5	1.63	13.2	135.3	10.2	2.78	2.66	2.68	1.42	1.32	1.34	-1.22	-1.46	-1.41																				
436	FC	MG	FCxMG	6.5	62.8	5.4	1.38	13.7	117.3	8.6	2.75	2.62	2.64	1.35	1.3	1.3	-1.45	-1.57	-1.55																				
437	FC	MG	FCxMG	6.9	48.8	4.2	1.10	13.7	114.4	8.3	2.77	2.59	2.63	1.41	1.29	1.32	-0.88	-1.65	-1.34																				
438	FC	MG	FCxMG	6.3	54.7	4.7	1.48	13.5	95.2	7.0	2.87	2.63	2.65	1.45	1.32	1.33	-1	-1.45	-1.4																				
439	FC	MG	FCxMG	6.2	48.3	4.3	1.20	13.2	103.6	7.9	2.79	2.58	2.61	1.4	1.26	1.28	-1.24	-1.66	-1.59																				
440	FC	MG	FCxMG	6.3	33.1	3.2	0.84	12.1	101.4	8.4	2.76	2.61	2.63	1.41	1.3	1.32	-1.29	-1.53	-1.5																				
441	FC	MG	FCxMG	7.4	43.0	3.8	1.12	13.3	98.9	7.4	2.78	2.6	2.64	1.39	1.29	1.31	-1.27	-1.54	-1.47																				
442	FC	MG	FCxMG	6.4	43.0	4.2	1.08	11.9	102.4	8.6	2.79	2.55	2.6	1.39	1.26	1.28	-1.07	-1.75	-1.53																				
443	FC	MG	FCxMG	5.8	85.5	7.8	1.45	12.7	151.6	11.9	2.75	2.59	2.62	1.37	1.29	1.31	-1.29	-1.66	-1.56																				
444	FC	MG	FCxMG	6.4	97.1	8.0	1.62	14.1	154.1	10.9	2.75	2.66	2.67	1.35	1.3	1.31	-1.38	-1.45	-1.44																				
445	FC	MG	FCxMG	6.4	59.3	4.3	1.19	16.0	128.3	8.0	2.78	2.6	2.64	1.39	1.28	1.3	-0.93	-1.55	-1.35																				
446	FC	MG	FCxMG	6.7	51.7	4.5	1.35	13.3	98.9	7.4	2.76	2.61	2.64	1.35	1.29	1.3	-1.38	-1.41	-1.41																				
447	PO	MG	POxMG	6.2	45.9	2.8	0.77	19.4	154.1	7.9	2.88	2.63	2.71	1.42	1.25	1.3	-1.09	-1.7	-1.44																				
448	PO	MG	POxMG	6.2	36.6	2.5	0.52	16.8	183.3	10.9	2.93	2.7	2.77	1.44	1.3	1.34	-0.89	-1.4	-1.2																				
449	PO	MG	POxMG	5.9	29.1	1.9	0.45	18.3	166.7	9.1	2.82	2.7	2.74	1.42	1.34	1.37	-0.99	-1.3	-1.18																				
450	PO	MG	POxMG	6.2	41.9	2.3	0.86	20.9	124.8	6.0	2.87	2.67	2.72	1.41	1.29	1.32	-1.06	-1.49	-1.35																				
451	PO	MG	POxMG	6.1	34.3	2.2	0.54	18.2	163.4	9.0	2.82	2.68	2.71	1.45	1.31	1.34	-1.04	-1.51	-1.37																				
452	PO	MG	POxMG	6	25.0	1.8	0.39	15.9	165.9	10.4	2.84	2.69	2.73	1.43	1.33	1.36	-1.04	-1.37	-1.28																				
																																							
																																							
